review,stock_logistics,delivery_logistics,customer_service,app_functionality,service_functionality,locational_constraints,rating,version,type
Missed tablet I placed my 1st order 13 days before I needed my tablets. I received them 2 days after I ran out. Not sure reasons why this happened as no contact from Echo about it,0,0,0,0,1,0,3,3.17.1,apple
History of orders It seems that the history of previous orders is not showing in the app properly. Please amend so it can.,0,0,0,0,1,0,3,3.17.1,apple
This app was supposed to show a reminder on low medication but didn't,0,0,0,0,1,0,3,4.24.0,google
Good so far,0,0,0,0,0,0,3,4.24.0,google
Takes a while to get a prescription,0,0,0,0,0,0,3,4.22.0,google
"Convenient when it's difficult to get out to GP and chemist, but would be better if it notified by text or email when running low on meds, as if I don't remember to open the app and check then I don't realise I'm running out in time sometimes.",0,0,0,0,1,0,3,4.22.0,google
No warning to order,0,0,0,0,0,0,3,4.22.0,google
App is ok but delivery needs to be signed for which can be a pain if you work. Took a week to get my last prescription añd had to walk over a mile to collect from post office,0,1,0,0,0,0,3,4.22.0,google
"Login and it says nothing due, would be helpful if it said when it is due. Completely useless if your doctor issues a batch prescription.",0,0,0,1,1,0,3,4.22.0,google
When it works it's very good. The app has given me problems on 2 occasions,0,0,0,0,0,0,3,4.22.0,google
Had problems getting my meds a few times - a convenient service when it works well.,0,0,0,0,0,0,3,4.22.0,google
"I can't fault them for sending my medication but the constant reminders are annoying , this is straight after ordering your medication and you know the medicine is not due for another month yet daily I'm receiving emails telling me i,m running low ... sort it out",0,0,0,0,1,0,3,4.22.0,google
Seems to work as it should,0,0,0,0,0,0,3,4.22.0,google
Good but could do with a few features like adding how many tablets you have rather than the date and being able to mark some medications as prn,0,0,0,0,1,0,3,4.22.0,google
Good but would like to be able to order 2 months supply at a time.,0,0,0,0,0,0,3,4.22.0,google
Disappointing that out of stock drug had to be chased. Still no idea what went wrong!,1,0,0,0,0,0,3,4.22.0,google
Last order did not go through the letterbox. Reordering is very sketchy not as precise as others.,0,1,0,0,0,0,3,4.22.0,google
"Some slight issues with the re-order reminder timetable, but these were resolved and the app is now straightforward and easy to use",0,0,0,0,1,0,3,4.22.0,google
Not good at sending reminders,0,0,0,0,1,0,3,4.22.0,google
Ok,0,0,0,0,0,0,3,4.22.0,google
Often comes in packages too large for letterbox and problems with GP and repeat prescriptions,0,1,0,0,1,0,3,4.22.0,google
"These are brilliant to start with but my packages have been damaged on the outside a couple of times, i haven't received reminders a few times and medications just disappear off my list in the settings.",0,1,0,0,0,0,3,4.22.0,google
Good idea but seem to struggle with stock,1,0,0,0,0,0,3,4.22.0,google
They very good for me there sometimes day late but there allways right pills.,0,1,0,0,0,0,3,4.20.0,google
Just started using the app but so far it's working as expected with reminders for reordering & alarm,0,0,0,0,0,0,3,4.22.0,google
Hitty missy,0,0,0,0,0,0,3,4.22.0,google
Ok but could be better,0,0,0,0,0,0,3,4.21.0,google
"Would be better if we could order for more than 4weeks , since I plan to away for longer( 6 weeks) and you can not ask the GP for longer than 4 weeks then it sort of defeats the object,as we have to ring the surgery to sort it.",0,0,0,0,1,0,3,4.22.0,google
Not as straight forward as advertised my monthly prescription for reasons unknow has been split into two separate parts and delivered on two different days also Echo keeps sending me reminders to re order too early then tell me I've ordered too early.,0,1,0,0,1,0,3,4.22.0,google
Ok so far.,0,0,0,0,0,0,3,4.21.0,google
Happy wth them delivery to my door thank u,0,0,0,0,0,0,3,4.21.0,google
Useful app but needs to be clearer in reviewing what is already requested.,0,0,0,0,1,0,3,4.21.0,google
"It's handy, but medications are brought separately. Some of us cannot afford that happening.",0,1,0,0,0,0,3,4.18.1,google
"First time trying it, so far ok",0,0,0,0,0,0,3,4.21.0,google
Simple to use but wish I knew how to turn off the daily reminders to take your pills.,0,0,0,0,1,0,3,4.21.0,google
Don't get reminders .I have to request medication on my repeat prescription myself.,0,0,0,0,1,0,3,4.21.0,google
Does not have every medication I need. Worth keeping a local pharmacy on hand for ad hoc presciptions as items can take a long time to arrive by post,0,1,0,0,1,0,3,4.21.0,google
I have only given 3 stars because every renewal I have to contact you and calculate the date myself which is not what I joined Echo for.,0,0,0,0,1,0,3,4.20.0,google
"You get constant reminders, sometimes on a daily basis for medication you've already received, Which is extremely annoying😬",0,0,0,0,1,0,3,4.20.0,google
I find it slightly confusing but it's worth the fiddle as I no longer need to queue up for my presciption,0,0,0,1,0,0,3,4.20.0,google
"Initially I found Echo very good & my prescriptions arrived regularly, but recently I keep getting messages from Echo saying my GP had not sent my prescriptions ! Having spoken to my GP there is no problems & she is sending prescriptions when requested ! Most of my medication is 2mths supply now & I wonder if this is why there is some confusion ?",0,0,0,0,1,0,3,4.19.0,google
Do not always have stock. We've been delayed too much!!,1,1,0,0,0,0,3,4.19.0,google
Really easy to use but the 1st request for medication & it's out of stock,1,0,0,0,0,0,3,4.19.0,google
It is difficult to get in touch with someone when errors have been made or changes need to be made. The time lag between notifying Echo of a problem and getting a response is way too long!,0,0,1,0,0,0,3,4.19.0,google
"It was great, reminded me it was time to order when I was running low previously but for some reason it hasn't for this month. It's bank holiday weekend and I have no meds left.. withdrawals galore.",0,0,0,0,1,0,3,4.18.1,google
Dates of repeat presriptions entered did not save correctly so reminders to reorder are incorrect and a nuisance.,0,0,0,0,1,0,3,4.18.1,google
Early days but some glitches,0,0,0,0,0,0,3,4.18.1,google
"Good app, however they seem to be out of stock and quite often with my meds and just sit on the script without a due date",1,0,0,0,0,0,3,4.18.1,google
Decent but packaging is way too big for letterboxes. It defeats the object of havin prescriptions delivered due to a busy life. Please make packaging smaller.,0,1,0,0,0,0,3,4.17.0,google
Would give 5 if not this virus problem with lack of stock no fault to them,1,0,0,0,0,0,3,4.17.0,google
"I do really like this service, especially as I travel a lot. The only problem I have found is that Echo cannot order from my surgery. I have to do this myself. But then Echo will send the prescription to my house.",0,0,0,0,1,0,3,4.17.0,google
Great for regular monthly repeats. Useless when it comes to one off prescriptions!,0,0,0,0,0,0,3,4.17.0,google
"The APP is ok it does what it's built to do, my issue is the service, it is supposed to cut out the visit to the chemest but I've now swooped that for the post office! The box sent does NOT fit through the letter box also they sent two boxes when both scripts would of easley fitted into one!?",0,1,0,0,0,0,3,4.17.0,google
The home page should have the multi patients list in order to request the medication without having to muddle through the menu lists. Displaying one name on the homepage is confusing despite having registered multiple patients for the service.,0,0,0,0,1,0,3,14.6.4,google
"Very useful service, but the app is difficult to navigate, not having a proper menu. I've also had problems with conflicting messages: one reminder for medicines ready to request then another telling me I've requested it too early.",0,0,0,1,0,0,3,14.6.4,google
quick easy,0,0,0,0,0,0,3,14.6.4,google
"Frustrating. Can work well but problems occur when items are out of stock and they don't let you know and now they have lost my son's prescription, so I'm without medication and can't request any more! I've been trying to contact them for the past week but I just can't get any response at all. I've tried the chat several times and emailed but no response! Very annoying!",1,0,1,0,0,0,3,14.6.4,google
Mixed up had one delivery but telling me I need to order more when I don't,0,0,0,0,1,0,3,14.6.4,google
"Only 3 out of 5 because the reminders are always wrong and they only send out generic meds. Whilst this is fine for most of my meds, I don't like the generic type of Nasonex nose spray as the nozzle is a completely different size and shape. This affects the spray trajectory and dose. Which in turn means that I sometimes have the blocked sinus symptoms that the spray is meant to combat! If it weren't for these 2 things I would give 5 out of 5 as the delivery service is fantastic!",0,0,0,0,1,0,3,14.6.4,google
Difficult to add new medicine requests. Will not scan bar code on existing pack as requested. Search only works on proprietary name not generic name,0,0,0,1,1,0,3,14.6.4,google
Wait long for medication especially when out of stock.,1,1,0,0,0,0,3,4.8.0,google
"The app is good but I don't get reminders any longer and I have let myself get down to the last 6 days tablets, my fault I know but the reminders I used to get always helped.",0,0,0,0,1,0,3,14.6.4,google
"Hard to find pharmacy location and medication. 1 app per patient. I don't need prescription meds but my dad is asthmatic, my mum has had 3 stints, my brother is epileptic and now my uncle l, who has asbueges need help and it would be easier if I could manage them all without signing off. When the meds arrive, they are sent one at a time thou courier. Instead of all together",0,1,0,0,1,0,3,14.6.4,google
A bit quirky to use. Doesn't link directly to how my GP issues prescriptions.,0,0,0,0,1,0,3,4.16.0,google
Great for my frequent prescriptions during the month. The amount of packaging used is however ridiculous!!,0,1,0,0,0,0,3,4.16.0,google
"Great app, easy to use and order my medication. Only problem i had was that the package was too big to fit through my letterbox resulting in me having to wait another few days until i was able to collect from my local post office",0,1,0,0,0,0,3,4.16.0,google
Dont always get medication I requested at doctors,0,0,0,0,0,0,3,4.16.0,google
It has the convenience of having the prescription s delivered to your door. But the lenght of time for the pharmacist to reveiw and despatch the medication is ridiculous. Expect to wait at least 48 hrs before dispatch and over a week if the medication isn't in stock.,1,1,0,0,0,0,3,4.16.0,google
App ok but do find difficult at times. Always chasing meds once ordered.,1,0,0,0,0,0,3,4.16.0,google
I love echo but the app needs work in the design department. It does the job but is fugly and not pleasing to use. Please re-design.,0,0,0,1,0,0,3,4.16.0,google
"app itself is ok, but the actual service.. My first order got taken to sorting office on other side of town as box was too large. Next time I ordered, one lot of meds was out of stock.This meant they put my whole script on hold. a week later it was still out of stock. They had to send the script back to 'the spine' so I could collect it elsewhere. Third order...a week later it was still in the requests, waiting to be sent to my doc to check. I've closed my account. Easier to use local pharmacy",1,1,0,0,0,0,3,4.15.0,google
"Maybe make it clear it's only for England before people download it and get disappointed This app would have been so incredibly useful for me and I was very excited to set it up until it revealed the phrase ""in NHS England"". I live in Wales.",0,0,0,0,0,1,3,4.15.0,google
Helpful,0,0,0,0,0,0,3,4.14.0,google
have been told often my blood thinner isn't available even though my surgery says it is,0,0,0,0,0,0,3,4.15.0,google
Doesn't fit through letterbox as described,0,1,0,0,0,0,3,4.15.0,google
So far good,0,0,0,0,0,0,3,4.15.0,google
Hi I have soodilices broken eye socket and 3 metal plates in ma face also p.d.s d to,0,1,0,0,0,0,3,4.15.0,google
Not as straightforward as I had hoped.,0,0,0,0,0,0,3,4.15.0,google
It's getting better.,0,0,0,0,0,0,3,4.15.0,google
"Still getting used to it, but struggling with remembering to confirm the medication",0,0,0,0,1,0,3,4.15.0,google
Have the medicine I need to order,1,0,0,0,0,0,3,4.14.0,google
Painters and easy to use,0,0,0,0,0,0,3,4.14.0,google
Only second time I've used it,0,0,0,0,0,0,3,4.13.0,google
"Would give 5 but constantly, fails to remind about tablets, both reminders and orders.",0,0,0,1,0,0,3,4.12.0,google
"Good service when it works. However, small but significant bug is that when you select a different delivery address when ordering a repeat, it ignores it and still specifies old address. You need to change it twice. Need to pay attention otherwise it could get delivered to a wrong address!",0,0,0,1,0,0,3,4.12.0,google
Don't know yet,0,0,0,0,0,0,3,4.12.0,google
"Easy to request and pay etc, but customer service is lacking and posting is slow",0,0,1,1,0,0,3,4.11.1,google
"Out of the 5 times I've used echo, only 2 times have all my meds been sent, but when it hasn't been in stock, I've been sent a prescription number to take right to the chemist and collect, but it's okay app. So to be fair I've given you guys 3 stars",1,1,0,1,0,0,3,4.11.1,google
Great in theory but....no reminders to order my medications. This is a huge minus,0,0,0,0,1,0,3,4.11.1,google
"The app is easy to use, and the reminders are helpful. However, most of the time my medication is sent in packages that don't fit through my letterbox, so instead of collecting them from the chemist I have to collect them from the delivery depot, which isn't open as late, which is frustrating to say the least!",0,1,0,1,0,0,3,4.10.0,google
Finally having downloaded the app I can see how things work.im sure it's a great thing to have items delivered straight to your door,0,1,0,0,0,0,3,4.11.1,google
Seems to take along time being delivered once ordered 🤔,0,1,0,0,0,0,3,4.11.0,google
Great until you have an issue,0,0,0,0,0,0,3,4.10.0,google
Pills get here but prescription history is all over the place,0,1,0,1,0,0,3,4.10.0,google
Don't request prescription soon enough,0,0,0,0,1,0,3,4.10.0,google
First time there was a bit of a hiccup. Second time ordering. Hopefully things go a little smoothly,0,0,0,1,0,0,3,334260,google
Can not fault them very helpful and reliable,0,0,0,0,0,0,3,4.8.0,google
Great service but needs improving.,0,0,1,0,0,0,3,334260,google
"Medication was not in stock but I wasn't given any indication of this or how long I might have to wait, I only found out because I ran out and checked the progress. The other item I ordered at the same time was also held until they could be both sent together",1,0,0,0,0,0,3,4.8.0,google
"The app is ok, very simple to use and is quick to order required medication. The actual service that follows is a little less good as it takes forever for medication to be despatched following receipt of your prescription.",0,1,0,0,0,0,3,4.8.0,google
"The app itself works very well, easy to navigate and fairly intuitive. However, the service itself is terrible, I normally obtain my medication from Lloyds pharmacy anyway so made sense to use this service, unfortunate they weren't able to obtain any of my prescriptions, so I had to cancel and reorder. I've since closed my account and gone back to ordering from a pharmacy.",0,0,0,1,1,0,3,4.7.0,google
I don't like having to sign for medications during the day when I work night shifts.,0,0,0,0,1,0,3,4.6.1,google
"The app could be very good, its great you can order on behalf of others. But even though I switch off notifications it still continues to notify me when meds should be taken The biggest issue is with muliple items on a single request. It still tells you are running low on some of the items and sends you warnings despite you having already requested them. It still does this even after dispatch and delivery.",0,0,0,1,0,0,3,4.2.1,google
Easy to set-up and simple to use. The reminder notifications are useful(when they function on time),0,0,0,1,0,0,3,4.1.1,google
lovely,0,0,0,0,0,0,3,2.24.6,google
takes to long to get your medication and you get loads of emails blaming your doctors when infact its their slow service,0,1,0,0,0,0,3,2.24.4,google
Started off well but then got partial orders with instructions to go to another pharmacy with a barcode. Doctor has now stopped supporting their prescription requests.,0,0,0,1,0,0,3,2.24.4,google
"love the app as i dont have to remember to go to the doctors but when my tablets arrive they are in such a big box with no packing penauts, bubble wrap or anything. some are usually broken or crushed because of it.",0,1,0,0,0,0,3,2.24.3,google
"Three stars as I've had a few issues with delays in shipping and lack of communication over a cancelled prescription. This may have been because of the pharmacy move last year. However, the customer service guys are fantastic and appear to be committed to delivering awesome service. I work in customer experience myself and for a webchat team, they do excellent work. in conclusion, great service, but we've had some teething troubles which were sorted quickly. Keep up the good work",0,1,1,0,0,0,3,2.24.2,google
"All in all pretty good. But stopped using as i am out most days, and the having to sign for the package is just a pain in the rear end.",0,1,0,0,0,0,3,2.24.2,google
Fast and easy to use. Ive found it incredibly convenient.,0,0,0,1,0,0,3,2.24.2,google
Went to my doctor today and wanted to no why prescription went to a chemist in london,0,0,0,1,0,0,3,2.23.1,google
"I'm sure this app is amazing, and I really want to use it. Please, please, please make it available in Scotland. I live in the Highlands and getting to my surgery is very difficult. I suffer with anxiety so it often takes a whole day to get 2 buses in and 2 buses out.",0,0,0,0,0,1,3,2.23.1,google
"Loved this app to begin with, was like a god send. Now when I try to open the app it doesn't load. Or if I click on something it freezes and does nothing. I'm trying to reorder medication and the app keeps going into a loading screen and then nothing.",0,0,0,1,0,0,3,2.23.1,google
Not clear how to order multiple items. Two weeks is too long to wait for repeat prescriptions.,0,0,0,1,1,0,3,2.23.1,google
It's good apart from not being able to easily order multiple prescriptions.,0,0,0,0,1,0,3,2.23.1,google
"Might've been ok if the GP surgery cooperated, but they said they said it not their policy to accept prescription requests from pharmacies (e.g. Echo).",0,0,0,0,1,0,3,2.21.2,google
App keeps saying I need to order more medication even though I have only just ordered! Also can't you pack so it will fit through a letterbox? Had to queue for 30 minutes at the Royal Mail office for a box of tablets.,0,0,0,1,0,0,3,2.21.2,google
"Ordered a prescriprion over 3 weeks ago, it's bern paid and approved but still yet to dispatch.",0,1,0,0,0,0,3,2.20.0,google
"I've used this app for a while and whilst the most part has been hassle free the last couple of orders seemed to have taken for ever to come through. Leaving me without any medication. I've even left enough time, 2 weeks, for a prescription to get to me. It's time to go back to a local pharmacy. Shame really as the idea is good. I don't know if they only use the one pharmacy but it may be an idea to get more local ones to where people are.",0,0,0,1,1,0,3,2.20.0,google
"Just downloaded to see if they do my medication as none of my local pharmacies provide it anymore. It's the same story so I might as well delete. The idea is good, however.",0,0,0,0,1,1,3,2.20.0,google
"Here's the thing, this app is brilliant for my mother's meds as she is a 
senior lady and it's easier to have them delivered for her. However, the 
past few orders have been taking a bit longer to dispatch (after gp 
approval) and sometimes the days left on ordering new meds is incirrect 
with no option to amend (we have enough meds for 3 months now but the app 
says order now) Also my biggest problem is that I made the mistake of using 
this for my adhd meds, it caused a 4 week delay (due to a number of issues) 
in my meds which has affected my life. So I'd say it's a coin flip, can 
work for some, might not for others, try it and decide for yourself.",0,1,0,1,0,0,3,2.17.0,google
"The app is good however I place the order well over a week ago and its only 
just been dispatched.needed the medication like a few days ago. Could have 
just gone and done a hand written prescription and got the meds 48hrs 
later. This app is okay to place orders for meds you dont mind waiting for 
or don't need immediately",0,1,0,0,0,0,3,2.16.0,google
"Sadly as my son is 16 Im unable to use the service for his prescription. 
Pointless me using this for myself whilst having to collect his. Once he's 
18 will use for both of us",0,0,0,0,1,0,3,2.15.1,google
"It says the pharmacy is in London but I am coalville Leicestershire. Will 
they still deliver that far away?",0,0,0,0,0,1,3,2.9.0,google
"Good app for sure BUT, not easy to chat with support or even speak to 
someone. 💊 need to have better control on which and when to order as well 
. I stoped using as i was nit impressed",0,0,1,0,1,0,3,2.7.0,google
"Great interface and no issues ordering prescriptions delivered right to 
your door, however app is very poor for managing medication. Tablets don't 
count down correctly or correspond to what I have left, app doesn't cope 
well when you have 2 different doses of the same medication. Support team 
are fairly good but hope to see more changes and development happening soon 
or I'll have to switch unfortunately.",0,0,1,1,1,0,3,2.7.0,google
"The concept is brilliant but you need to be careful. I signed up and all 
was going well until my doctor called me to say they had received a fax to 
order my new prescription. They'd never heard of the app. On this occasion 
they will process my prescription request but are considering how to handle 
this in future. I cannot understand why fax was used as this is all meant 
to be electronic. Based on this I have cancelled my prescription with echo. 
I'd suggest before signing up you check with your GP to see if they'd 
accept the service. If my GP hadn't called me I may have had no tablets. A 
risk I cannot afford in future. Alas it's back to paper for me.",0,0,0,0,1,0,3,2.3.7,google
"Deliver by Royal Mail...How they will deliver medication like insulin what 
must be storage in fridge I wonder ???",0,1,0,0,0,0,3,2.3.7,google
"A great app and handy if you are working and don't have time to get to the doctors. However, twice now my prescription has been approved at my surgery and twice I have been left waiting by Echo saying it is pending approval. Not good when you're asthmatic.",0,0,0,0,1,0,3,2.3.7,google
Unable to put in my daughters date of birth to get her medication as she is to young. Pointless collecting hers and havibg mine delivered. Nice idea tho,0,0,0,1,1,0,3,2.2.0,google
It's a really good idea and helpful for organising my medication but at the minute there seems to be an issue with adding a payment method where it just won't add the card. I've tried closing and restarting the app and it won't work. With a quick bug fix I'm sure I'll be able to use this app properly.,0,0,0,0,1,0,3,2.1.3,google
Idea is good..  However it's not upto date as my surgery has moved,0,0,0,0,0,0,3,2.0.6,google
Would love to use this app to get my sons repeat prescription. Is it possible?,0,0,0,0,1,0,3,2.0.6,google
It wont let me log in even changed my password but still wont let me log in keeps saying somethings wrong contact support,0,0,0,1,0,0,3,2.0.4,google
Keep having to set up a new account for each new prescription.,0,0,0,1,0,0,3,1.10.2,google
